Data,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),DESPESAS PAGASATÉ O BIMESTRE(j),Bimestre,Ano,tempo
abril 2018,Controle Ambiental,"88.890.000,00","88.590.000,00","634.566,98","76.033.530,21","8,43","12.556.469,79","15.485.346,87","30.567.418,28","6,86","58.022.581,72",,02,2018,2018-04-20
abril 2018,Recuperação de Áreas Degradadas,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Recursos Hídricos,"125.000,00","125.000,00",,,,"125.000,00",,,,"125.000,00",,02,2018,2018-04-20
abril 2018,Meteorologia,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU18 - Administração Geral,"9.630.000,00","9.651.777,60","1.127.933,83","4.335.498,44","0,48","5.316.279,16","1.420.240,42","2.967.893,55","0,67","6.683.884,05",,02,2018,2018-04-20
abril 2018,FU18 - Demais Subfunções,"660.000,00","660.000,00",,,,"660.000,00",,,,"660.000,00",,02,2018,2018-04-20
abril 2018,Ciência e Tecnologia,"600.000,00","600.000,00","0,00","500.000,00","0,06","100.000,00","0,00","500.000,00","0,11","100.000,00","0,00",02,2018,2018-04-20
abril 2018,Desenvolvimento Científico,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Desenvolvimento Tecnológico e Engenharia,"600.000,00","600.000,00",,"500.000,00","0,06","100.000,00",,"500.000,00","0,11","100.000,00",,02,2018,2018-04-20
abril 2018,Difusão do Conhecimento Científico e Tecnológico,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU19 - Administração Geral,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU19 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Agricultura,"9.160.000,00","9.160.000,00","682.764,48","3.390.257,24","0,38","5.769.742,76","1.261.934,52","2.200.354,01","0,49","6.959.645,99","0,00",02,2018,2018-04-20
abril 2018,Abastecimento,"1.125.000,00","1.125.000,00","6.035,53","287.075,53","0,03","837.924,47","175.385,53","175.685,53","0,04","949.314,47",,02,2018,2018-04-20
abril 2018,Extensão Rural,"3.820.000,00","3.820.000,00",,"1.693.369,19","0,19","2.126.630,81","407.434,24","632.442,16","0,14","3.187.557,84",,02,2018,2018-04-20
abril 2018,Irrigação,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Promoção da Produção Agropecuária,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Defesa Agropecuária,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU20 - Administração Geral,"4.215.000,00","4.215.000,00","676.728,95","1.409.812,52","0,16","2.805.187,48","679.114,75","1.392.226,32","0,31","2.822.773,68",,02,2018,2018-04-20
abril 2018,FU20 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Organização Agrária,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",02,2018,2018-04-20
abril 2018,Reforma Agrária,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Colonização,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU21 - Administração Geral,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU21 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Indústria,"400.000,00","400.000,00","0,00","0,00","0,00","400.000,00","0,00","0,00","0,00","400.000,00","0,00",02,2018,2018-04-20
abril 2018,Promoção Industrial,"400.000,00","400.000,00",,,,"400.000,00",,,,"400.000,00",,02,2018,2018-04-20
abril 2018,Produção Industrial,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Mineração,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Propriedade Industrial,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Normalização e Qualidade,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU22 - Administração Geral,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU22 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Comércio e Serviços,"2.650.000,00","2.444.000,00","168.469,96","598.181,95","0,07","1.845.818,05","95.878,00","268.484,09","0,06","2.175.515,91","0,00",02,2018,2018-04-20
abril 2018,Promoção Comercial,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Comercialização,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Comércio Exterior,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Serviços Financeiros,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Turismo,"2.650.000,00","2.444.000,00","168.469,96","598.181,95","0,07","1.845.818,05","95.878,00","268.484,09","0,06","2.175.515,91",,02,2018,2018-04-20
abril 2018,FU23 - Administração Geral,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU23 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Comunicações,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",02,2018,2018-04-20
abril 2018,Comunicações Postais,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Telecomunicações,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU24 - Administração Geral,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Energia,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",02,2018,2018-04-20
abril 2018,Conservação de Energia,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Energia Elétrica,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Combustíveis Minerais,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Biocombustíveis,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU25 - Administração Geral,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU25 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Transporte,"410.000,00","410.000,00","0,00","254.647,39","0,03","155.352,61","39.356,04","60.908,89","0,01","349.091,11","0,00",02,2018,2018-04-20
abril 2018,Transporte Aéreo,"410.000,00","410.000,00",,"254.647,39","0,03","155.352,61","39.356,04","60.908,89","0,01","349.091,11",,02,2018,2018-04-20
abril 2018,Transporte Rodoviário,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Transporte Ferroviário,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Transporte Hidroviário,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Transportes Especiais,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU26 - Administração Geral,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU26 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Desporto e Lazer,"17.034.000,00","17.341.859,60","1.844.899,67","6.092.801,68","0,68","11.249.057,92","1.698.581,24","2.923.628,68","0,66","14.418.230,92","0,00",02,2018,2018-04-20
abril 2018,Desporto de Rendimento,"6.885.000,00","7.017.500,00","422.674,82","1.991.705,14","0,22","5.025.794,86","379.116,70","379.836,77","0,09","6.637.663,23",,02,2018,2018-04-20
abril 2018,Desporto Comunitário,"650.000,00","653.000,00","449.586,00","449.586,00","0,05","203.414,00","360,00","360,00","0,00","652.640,00",,02,2018,2018-04-20
abril 2018,Lazer,"3.070.000,00","3.227.000,00","49.742,00","1.653.378,14","0,18","1.573.621,86","373.848,33","623.464,04","0,14","2.603.535,96",,02,2018,2018-04-20
abril 2018,FU27 - Administração Geral,"6.429.000,00","6.444.359,60","922.896,85","1.998.132,40","0,22","4.446.227,20","945.256,21","1.919.967,87","0,43","4.524.391,73",,02,2018,2018-04-20
abril 2018,FU27 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Encargos Especiais,"46.065.000,00","47.075.000,00","14.140.919,93","37.955.991,59","4,21","9.119.008,41","11.766.437,27","16.950.172,29","3,80","30.124.827,71","0,00",02,2018,2018-04-20
abril 2018,Refinanciamento da Dívida Interna,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Refinanciamento da Dívida Externa,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Serviço da Dívida Interna,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Serviço da Dívida Externa,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Transferências,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Outros Encargos Especiais,"46.065.000,00","47.075.000,00","14.140.919,93","37.955.991,59","4,21","9.119.008,41","11.766.437,27","16.950.172,29","3,80","30.124.827,71",,02,2018,2018-04-20
abril 2018,Transferências para a Educação Básica,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,FU28 - Demais Subfunções,,,,,,,,,,,,02,2018,2018-04-20
abril 2018,Reserva de Contingência,"32.653.370,00","32.653.370,00",,,,"32.653.370,00",,,,"32.653.370,00",,02,2018,2018-04-20
abril 2018,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),"37.375.200,00","37.371.600,00","5.376.005,91","11.650.512,10","1,29","25.721.087,90","5.590.280,31","11.052.321,58","2,48","26.319.278,42",,02,2018,2018-04-20
abril 2018,TOTAL (III) = (I + II),"1.693.091.100,00","1.719.638.675,87","194.820.499,93","902.270.617,90","100,00","817.368.057,97","243.876.379,28","445.890.040,67","100,00","1.273.748.635,20","0,00",02,2018,2018-04-20
fevereiro 2018,Legislativa,"35.564.630,00","35.564.630,00","7.550.028,26","7.550.028,26","1,07","28.014.601,74","4.217.619,48","4.217.619,48","2,09","31.347.010,52","0,00",01,2018,2018-02-20
fevereiro 2018,Ação Legislativa,"35.564.630,00","35.564.630,00","7.550.028,26","7.550.028,26","1,07","28.014.601,74","4.217.619,48","4.217.619,48","2,09","31.347.010,52",,01,2018,2018-02-20
fevereiro 2018,Controle Externo,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU01 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU01 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Judiciária,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",01,2018,2018-02-20
fevereiro 2018,Ação Judiciária,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Defesa do Interesse Público no Processo Judiciário,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU02 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU02 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Essencial à Justiça,"1.400.000,00","1.400.000,00","1.327.304,87","1.327.304,87","0,19","72.695,13","176.229,01","176.229,01","0,09","1.223.770,99","0,00",01,2018,2018-02-20
fevereiro 2018,Defesa da Ordem Jurídica,"1.400.000,00","1.400.000,00","1.327.304,87","1.327.304,87","0,19","72.695,13",,,"0,00","1.400.000,00",,01,2018,2018-02-20
fevereiro 2018,Representação Judicial e Extrajudicial,,,,,,,"176.229,01","176.229,01","0,09","-176.229,01",,01,2018,2018-02-20
fevereiro 2018,FU03 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU03 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Administração,"81.175.500,00","81.175.500,00","22.046.500,68","22.046.500,68","3,12","59.128.999,32","10.778.611,32","10.778.611,32","5,34","70.396.888,68","0,00",01,2018,2018-02-20
fevereiro 2018,Planejamento e Orçamento,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU04 - Administração Geral,"74.894.500,00","74.894.500,00","19.079.010,72","19.079.010,72","2,70","55.815.489,28","10.460.785,72","10.460.785,72","5,18","64.433.714,28",,01,2018,2018-02-20
fevereiro 2018,Administração Financeira,"3.020.000,00","3.020.000,00","1.499.057,38","1.499.057,38","0,21","1.520.942,62","271.756,57","271.756,57","0,13","2.748.243,43",,01,2018,2018-02-20
fevereiro 2018,Controle Interno,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Normatização e Fiscalização,"700.000,00","700.000,00",,,,"700.000,00",,,,"700.000,00",,01,2018,2018-02-20
fevereiro 2018,Tecnologia da Informação,"750.000,00","750.000,00","325.752,58","325.752,58","0,05","424.247,42","12.231,12","12.231,12","0,01","737.768,88",,01,2018,2018-02-20
fevereiro 2018,Ordenamento Territorial,"200.000,00","200.000,00","95.792,00","95.792,00","0,01","104.208,00",,,,"200.000,00",,01,2018,2018-02-20
fevereiro 2018,Formação de Recursos Humanos,"200.000,00","200.000,00","180.000,00","180.000,00","0,03","20.000,00","22.504,51","22.504,51","0,01","177.495,49",,01,2018,2018-02-20
fevereiro 2018,Administração de Receitas,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Administração de Concessões,"1.000,00","1.000,00",,,,"1.000,00",,,,"1.000,00",,01,2018,2018-02-20
fevereiro 2018,Comunicação Social,"1.410.000,00","1.410.000,00","866.888,00","866.888,00","0,12","543.112,00","11.333,40","11.333,40","0,01","1.398.666,60",,01,2018,2018-02-20
fevereiro 2018,FU04 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Defesa Nacional,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",01,2018,2018-02-20
fevereiro 2018,Defesa Aérea,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Defesa Naval,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Defesa Terrestre,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU05 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU05 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Segurança Pública,"41.944.900,00","41.944.900,00","7.355.478,35","7.355.478,35","1,04","34.589.421,65","6.157.240,20","6.157.240,20","3,05","35.787.659,80","0,00",01,2018,2018-02-20
fevereiro 2018,Policiamento,"40.870.000,00","40.870.000,00","6.680.085,38","6.680.085,38","0,94","34.189.914,62","6.081.185,97","6.081.185,97","3,01","34.788.814,03",,01,2018,2018-02-20
fevereiro 2018,Defesa Civil,"860.000,00","860.000,00","589.512,97","589.512,97","0,08","270.487,03","64.464,58","64.464,58","0,03","795.535,42",,01,2018,2018-02-20
fevereiro 2018,Informação e Inteligência,"5.000,00","5.000,00",,,,"5.000,00",,,,"5.000,00",,01,2018,2018-02-20
fevereiro 2018,FU06 - Administração Geral,"209.900,00","209.900,00","85.880,00","85.880,00","0,01","124.020,00","11.589,65","11.589,65","0,01","198.310,35",,01,2018,2018-02-20
fevereiro 2018,FU06 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Relações Exteriores,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",01,2018,2018-02-20
fevereiro 2018,Relações Diplomáticas,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Cooperação Internacional,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU07 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU07 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Assistência Social,"43.588.600,00","45.838.250,19","32.248.955,74","32.248.955,74","4,56","13.589.294,45","5.262.292,06","5.262.292,06","2,60","40.575.958,13","0,00",01,2018,2018-02-20
fevereiro 2018,Assistência ao Idoso,"3.325.000,00","3.324.100,34","3.234.850,74","3.234.850,74","0,46","89.249,60","646.970,14","646.970,14","0,32","2.677.130,20",,01,2018,2018-02-20
fevereiro 2018,Assistência ao Portador de Deficiência,"5.000,00","5.000,00",,,,"5.000,00",,,,"5.000,00",,01,2018,2018-02-20
fevereiro 2018,Assistência à Criança e ao Adolescente,"12.275.000,00","12.128.195,11","10.438.442,13","10.438.442,13","1,48","1.689.752,98","1.620.013,90","1.620.013,90","0,80","10.508.181,21",,01,2018,2018-02-20
fevereiro 2018,Assistência Comunitária,"18.558.600,00","20.955.954,74","16.581.937,21","16.581.937,21","2,34","4.374.017,53","1.790.832,27","1.790.832,27","0,89","19.165.122,47",,01,2018,2018-02-20
fevereiro 2018,FU08 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Previdência Social,"108.821.000,00","108.821.000,00","16.218.014,06","16.218.014,06","2,29","92.602.985,94","15.968.961,47","15.968.961,47","7,90","92.852.038,53","0,00",01,2018,2018-02-20
fevereiro 2018,Previdência Básica,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Previdência do Regime Estatutário,"108.821.000,00","108.821.000,00","16.218.014,06","16.218.014,06","2,29","92.602.985,94","15.968.961,47","15.968.961,47","7,90","92.852.038,53",,01,2018,2018-02-20
fevereiro 2018,Previdência Complementar,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Previdência Especial,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU09 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU09 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Saúde,"400.493.000,00","407.192.078,39","187.334.901,47","187.334.901,47","26,48","219.857.176,92","58.911.022,55","58.911.022,55","29,16","348.281.055,84","0,00",01,2018,2018-02-20
fevereiro 2018,Atenção Básica,"66.240.000,00","64.501.690,54","36.100.048,72","36.100.048,72","5,10","28.401.641,82","6.615.705,49","6.615.705,49","3,27","57.885.985,05",,01,2018,2018-02-20
fevereiro 2018,Assistência Hospitalar e Ambulatorial,"93.559.000,00","98.719.061,40","88.699.180,57","88.699.180,57","12,54","10.019.880,83","17.726.075,38","17.726.075,38","8,77","80.992.986,02",,01,2018,2018-02-20
fevereiro 2018,Suporte Profilático e Terapêutico,"4.314.000,00","4.314.000,00","36.000,00","36.000,00","0,01","4.278.000,00",,,,"4.314.000,00",,01,2018,2018-02-20
fevereiro 2018,Vigilância Sanitária,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Vigilância Epidemiológica,"2.730.000,00","2.730.000,00","662.438,51","662.438,51","0,09","2.067.561,49","99.484,28","99.484,28","0,05","2.630.515,72",,01,2018,2018-02-20
fevereiro 2018,Alimentação e Nutrição,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU10 - Administração Geral,"233.650.000,00","236.927.326,45","61.837.233,67","61.837.233,67","8,74","175.090.092,78","34.469.757,40","34.469.757,40","17,06","202.457.569,05",,01,2018,2018-02-20
fevereiro 2018,FU10 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Trabalho,"9.848.000,00","9.849.800,00","7.234.040,84","7.234.040,84","1,02","2.615.759,16","1.046.389,14","1.046.389,14","0,52","8.803.410,86","0,00",01,2018,2018-02-20
fevereiro 2018,Proteção e Benefícios ao Trabalhador,"8.150.000,00","8.150.000,00","7.044.340,84","7.044.340,84","1,00","1.105.659,16","1.018.912,52","1.018.912,52","0,50","7.131.087,48",,01,2018,2018-02-20
fevereiro 2018,Relações de Trabalho,"1.199.000,00","1.199.900,00",,,,"1.199.900,00",,,,"1.199.900,00",,01,2018,2018-02-20
fevereiro 2018,Empregabilidade,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Fomento ao Trabalho,"499.000,00","499.900,00","189.700,00","189.700,00","0,03","310.200,00","27.476,62","27.476,62","0,01","472.423,38",,01,2018,2018-02-20
fevereiro 2018,FU11 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU11 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Educação,"380.565.900,00","381.033.256,72","119.758.348,60","119.758.348,60","16,93","261.274.908,12","39.617.518,22","39.617.518,22","19,61","341.415.738,50","0,00",01,2018,2018-02-20
fevereiro 2018,Ensino Fundamental,"116.864.000,00","116.864.000,00","42.966.662,33","42.966.662,33","6,07","73.897.337,67","11.604.233,75","11.604.233,75","5,74","105.259.766,25",,01,2018,2018-02-20
fevereiro 2018,Ensino Médio,"3.150.000,00","3.150.000,00","2.918.960,00","2.918.960,00","0,41","231.040,00","15.267,20","15.267,20","0,01","3.134.732,80",,01,2018,2018-02-20
fevereiro 2018,Ensino Profissional,"2.325.000,00","2.325.000,00","413.392,74","413.392,74","0,06","1.911.607,26","413.392,74","413.392,74","0,20","1.911.607,26",,01,2018,2018-02-20
fevereiro 2018,Ensino Superior,"16.685.000,00","16.685.000,00","2.469.467,07","2.469.467,07","0,35","14.215.532,93","2.318.639,18","2.318.639,18","1,15","14.366.360,82",,01,2018,2018-02-20
fevereiro 2018,Educação Infantil,"191.344.000,00","191.811.356,72","49.638.693,65","49.638.693,65","7,02","142.172.663,07","22.768.734,07","22.768.734,07","11,27","169.042.622,65",,01,2018,2018-02-20
fevereiro 2018,Educação de Jovens e Adultos,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Educação Especial,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Educação Básica,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU12 - Administração Geral,"17.128.000,00","17.128.000,00","5.731.297,64","5.731.297,64","0,81","11.396.702,36","2.220.927,46","2.220.927,46","1,10","14.907.072,54",,01,2018,2018-02-20
fevereiro 2018,FU12 - Demais Subfunções,"33.069.900,00","33.069.900,00","15.619.875,17","15.619.875,17","2,21","17.450.024,83","276.323,82","276.323,82","0,14","32.793.576,18",,01,2018,2018-02-20
fevereiro 2018,Cultura,"7.199.000,00","7.299.000,00","1.822.011,96","1.822.011,96","0,26","5.476.988,04","355.454,21","355.454,21","0,18","6.943.545,79","0,00",01,2018,2018-02-20
fevereiro 2018,Patrimônio Histórico Artístico e Arqueológico,"750.000,00","750.000,00","23.114,00","23.114,00","0,00","726.886,00","874,16","874,16","0,00","749.125,84",,01,2018,2018-02-20
fevereiro 2018,Difusão Cultural,"6.449.000,00","6.549.000,00","1.798.897,96","1.798.897,96","0,25","4.750.102,04","354.580,05","354.580,05","0,18","6.194.419,95",,01,2018,2018-02-20
fevereiro 2018,FU13 - Administração Geral,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,FU13 - Demais Subfunções,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Direitos da Cidadania,"550.000,00","550.000,00","93.526,95","93.526,95","0,01","456.473,05","9.690,00","9.690,00","0,00","540.310,00","0,00",01,2018,2018-02-20
fevereiro 2018,Custódia e Reintegração Social,,,,,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Direitos Individuais Coletivos e Difusos,"550.000,00","550.000,00","93.526,95","93.526,95","0,01","456.473,05","9.690,00","9.690,00","0,00","540.310,00",,01,2018,2018-02-20
fevereiro 2018,Assistência aos Povos Indígenas,,,,,,,,,,,,01,2018,2018-02-20
